Orden,Clase de orden,Texto breve,Ce.emplazam.,Grupo planif.,Aviso,Cst.tot.reales,Status sistema,Fecha creación,Fecha fin real,Fecha ref.,Ubicac.técnica,Descripción,region,Dia_promedio,Grupo,asignacion_equipos
70002261,Preventivo,Fogon a gas N°01,C110,electromecanico,,28775,Cerrado,2025-08-24,2025-09-24,29/09/2025,1000-C110-N00-PORCPR-001,fogon a gas n°01,Antioquia,31,equipos de coccion,Fogon a gas
70002262,Preventivo,Campana extractora,C110,electromecanico,,115101,Cerrado,2025-08-24,2025-09-25,25/09/2025,1000-C110-N00-PORCPR,campana extractora,Antioquia,32,equipos de coccion,Extractor
70002263,Preventivo,Sierra sin fin,C110,electromecanico,,460403,Cerrado,2025-08-24,2025-09-23,26/09/2025,1000-C110-N00-SAPRPV,sierra sin fin,Antioquia,30,Equipos de corte,Sierras sin fin
70002264,Preventivo,Molino,C110,electromecanico,,776451,Cerrado,2025-08-24,2025-09-25,29/09/2025,1000-C110-N00-SAPRPV,molino,Antioquia,32,Molino,Molino
70002265,Preventivo,Tajadora,C110,electromecanico,,345302,Cerrado,2025-08-24,2025-09-23,30/09/2025,1000-C110-N00-SAPRPV,tajadora,Antioquia,30,Equipos de corte,Tajadora
70002267,Preventivo,Freidora electrica N°01,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR-001,freidora electrica n°01,Zona Costera,0,equipos de coccion,Freidora electrica
70002268,Preventivo,Freidora electrica N°02,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR-001,freidora electrica n°02,Zona Costera,0,equipos de coccion,Freidora electrica
70002269,Preventivo,Plancha N°01,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR-001,plancha n°01,Zona Costera,0,equipos de coccion,Plancha
70002270,Preventivo,Fogon a gas N°01,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR-001,fogon a gas n°01,Zona Costera,0,equipos de coccion,Fogon a gas
70002271,Preventivo,Campana extractora,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR,campana extractora,Zona Costera,0,equipos de coccion,Extractor
70002272,Preventivo,Sierra sin fin,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-SAPRPV,sierra sin fin,Zona Costera,0,Equipos de corte,Sierras sin fin
70002273,Preventivo,Molino,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-SAPRPV,molino,Zona Costera,0,Molino,Molino
70002274,Preventivo,Tajadora,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-SAPRPV,tajadora,Zona Costera,0,Equipos de corte,Tajadora
70002275,Preventivo,Planta electrica,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N04-AZOTEA-001,planta electrica,Zona Costera,0,Respaldo electrico,Planta electrica
70002276,Preventivo,Puerta automatica N°01,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-ZINGPV,puerta automatica n°01,Zona Costera,0,puertas automáticas,
70002277,Preventivo,Puerta automatica N°02,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-ZINGPV,puerta automatica n°02,Zona Costera,0,puertas automáticas,
70002278,Preventivo,Puerta automatica N°03,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-ZINGPV,puerta automatica n°03,Zona Costera,0,puertas automáticas,
70002279,Preventivo,Puerta automatica N°04,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-ZINGPV,puerta automatica n°04,Zona Costera,0,puertas automáticas,
70002280,Preventivo,Puerta automatica N°05,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-ZINGPV,puerta automatica n°05,Zona Costera,0,puertas automáticas,
70002281,Preventivo,Bomba lapicero N°01,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR-003,bomba lapicero n°01,Zona Costera,0,Bomba,Bomba
70002282,Preventivo,Bomba lapicero N°02,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N00-PORCPR-003,bomba lapicero n°02,Zona Costera,0,Bomba,Bomba
70002283,Preventivo,Bomba agua presion N°01,C280,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C280-N04-AZOTEA-001,bomba agua presion n°01,Zona Costera,0,Bomba,Bomba
70002284,Preventivo,Campana extractora,C430,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C430-N00-COCINA,campana extractora,Zona Costera,0,equipos de coccion,Extractor
70002285,Preventivo,Plancha N°01,C430,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C430-N00-COCINA,plancha n°01,Zona Costera,0,equipos de coccion,Plancha
70002286,Preventivo,Fogon a gas N°01,C430,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C430-N00-COCINA,fogon a gas n°01,Zona Costera,0,equipos de coccion,Fogon a gas
70002287,Preventivo,Freidora electrica N°01,C430,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C430-N00-COCINA,freidora electrica n°01,Zona Costera,0,equipos de coccion,Freidora electrica
70002288,Preventivo,Freidora electrica N°02,C430,electromecanico,,0,Abierto,2025-08-25,,12/09/2025,1000-C430-N00-COCINA,freidora electrica n°02,Zona Costera,0,equipos de coccion,Freidora electrica
70002289,Preventivo,Plan de Mtto Electrico P.v Rionegro,C230,electromecanico,,43803,Cerrado,2025-08-25,2025-10-15,21/10/2025,1000-C230-N00-820,,Antioquia,51,Red Electrica,
70002290,Preventivo,Aire acondicionado msplit - casette N°01,A290,frigoristas,,0,Cerrado,2025-08-25,,13/09/2025,1000-A290-N04-CMONIT,aire acondicionado msplit - casette n°01,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002291,Preventivo,Dispensador de agua N°01,A290,frigoristas,,0,Cerrado,2025-08-25,,13/09/2025,1000-A290-N04-COCINA,dispensador de agua n°01,Antioquia,0,Neveras,
70002292,Preventivo,Aire acondicionado msplit - casette N°02,A290,frigoristas,,0,Cerrado,2025-08-25,,13/09/2025,1000-A290-N04-SERVID,aire acondicionado msplit - casette n°02,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002293,Preventivo,Aire acondicionado msplit - casette N°03,A290,frigoristas,,0,Cerrado,2025-08-25,,13/09/2025,1000-A290-N04-OFGESI,aire acondicionado msplit - casette n°03,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002294,Preventivo,Aire acondicionado msplit - casette N°04,A290,frigoristas,,0,Cerrado,2025-08-25,,13/09/2025,1000-A290-N02-OFPROY,aire acondicionado msplit - casette n°04,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002295,Preventivo,Aire acondicionado msplit - casette N°05,A290,frigoristas,,0,Cerrado,2025-08-25,,13/09/2025,1000-A290-N03-OFGEFI,aire acondicionado msplit - casette n°05,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002311,Preventivo,Sierra sin fin,C150,electromecanico,,58404,Cerrado,2025-08-27,2025-09-26,30/09/2025,1000-C150-N00-SAPRPV,sierra sin fin,Antioquia,30,Equipos de corte,Sierras sin fin
70002312,Preventivo,Molino,C150,electromecanico,,73006,Cerrado,2025-08-27,2025-09-26,29/09/2025,1000-C150-N00-SAPRPV,molino,Antioquia,30,Molino,Molino
70002313,Preventivo,Tajadora,C150,electromecanico,,115101,Cerrado,2025-08-27,2025-09-26,30/09/2025,1000-C150-N00-SAPRPV,tajadora,Antioquia,30,Equipos de corte,Tajadora
70002314,Preventivo,Vitrina refrigeracion N°01,C150,frigoristas,,192473,Liberado,2025-08-27,,27/09/2025,1000-C150-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002315,Preventivo,Vitrina refrigeracion N°02,C150,frigoristas,,0,Abierto,2025-08-27,,27/09/2025,1000-C150-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002316,Preventivo,Vitrina refrigeracion N°03,C150,frigoristas,,0,Abierto,2025-08-27,,27/09/2025,1000-C150-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002317,Preventivo,Vitrina refrigeracion N°04,C150,frigoristas,,0,Abierto,2025-08-27,,27/09/2025,1000-C150-N00-SAGEPV,vitrina refrigeracion n°04,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002318,Preventivo,Vitrina congelacion N°01,C150,frigoristas,,21008,Liberado,2025-08-27,,20/10/2025,1000-C150-N00-SAGEPV,vitrina congelacion n°01,Antioquia,0,Vitrinas,Vitrina congelacion
70002319,Preventivo,Vitrina congelacion N°02,C150,frigoristas,,150421,Liberado,2025-08-27,,20/10/2025,1000-C150-N00-SAGEPV,vitrina congelacion n°02,Antioquia,0,Vitrinas,Vitrina congelacion
70002320,Preventivo,Vitrina congelacion N°03,C150,frigoristas,,0,Abierto,2025-08-27,,20/10/2025,1000-C150-N00-SAGEPV,vitrina congelacion n°03,Antioquia,0,Vitrinas,Vitrina congelacion
70002321,Preventivo,Evaporador cava refrigeracion N°01,C150,frigoristas,,0,Abierto,2025-08-27,,27/09/2025,1000-C150-N00-CAVREF,evaporador cava refrigeracion n°01,Antioquia,0,Cavas,Cava de refrigeracion
70002322,Preventivo,Rack de refrigeracion,C150,frigoristas,,0,Abierto,2025-08-27,,27/09/2025,1000-C150-N01-CUAMAQ,rack de refrigeracion,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002323,Preventivo,Evaporador cava congelacion N°01,C150,frigoristas,,0,Abierto,2025-08-27,,27/09/2025,1000-C150-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,0,Cavas,Cava de congelacion
70002324,Preventivo,Condensador cava congelacion N°01,C150,frigoristas,,0,Abierto,2025-08-27,,20/10/2025,1000-C150-N01-CUAMAQ,condensador cava congelacion n°01,Antioquia,0,Cavas,Cava de congelacion
70002325,Preventivo,Plan de Mtto Electrico P.v La ceja,C240,electromecanico,,268010,Cerrado,2025-08-27,2025-10-15,22/10/2025,1000-C240-N00-820,,Antioquia,49,Red Electrica,
70002326,Preventivo,Aire acondicionado msplit - casette N°01,A280,frigoristas,,230202,Cerrado,2025-08-27,,20/09/2025,1000-A280-N02-OFGERE,aire acondicionado msplit - casette n°01,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002327,Preventivo,Aire acondicionado msplit - casette N°02,A280,frigoristas,,115101,Cerrado,2025-08-27,,20/09/2025,1000-A280-N03-OFCPDC,aire acondicionado msplit - casette n°02,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002328,Preventivo,Aire acondicionado msplit - casette N°03,A280,frigoristas,,115101,Cerrado,2025-08-27,,20/09/2025,1000-A280-N04-OFDCAL,aire acondicionado msplit - casette n°03,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002329,Preventivo,Aire acondicionado msplit - casette N°04,A280,frigoristas,,115101,Cerrado,2025-08-27,,20/09/2025,1000-A280-N03-OFPUBL,aire acondicionado msplit - casette n°04,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002330,Preventivo,Aire acondicionado msplit - casette N°05,A280,frigoristas,,86326,Cerrado,2025-08-27,,20/09/2025,1000-A280-N04-OFDGAN,aire acondicionado msplit - casette n°05,Antioquia,0,Aires Acondicionados,Aires Acondicionados
70002331,Preventivo,Plan de Mttopv Locativo Cartago,C370,infraestructura,,12887594,Liberado,2025-08-28,,27/08/2025,1000-C370,,Valle,0,Grupo Infraestructura,
70002344,Preventivo,Plancha N°01,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-PORCPR-001,plancha n°01,Zona Costera,0,equipos de coccion,Plancha
70002345,Preventivo,Fogon a gas N°01,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-PORCPR-001,fogon a gas n°01,Zona Costera,0,equipos de coccion,Fogon a gas
70002346,Preventivo,Campana extractora,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-PORCPR-001,campana extractora,Zona Costera,0,equipos de coccion,Extractor
70002347,Preventivo,Freidora electrica N°01,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-PORCPR-001,freidora electrica n°01,Zona Costera,0,equipos de coccion,Freidora electrica
70002348,Preventivo,Freidora electrica N°02,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-PORCPR-001,freidora electrica n°02,Zona Costera,0,equipos de coccion,Freidora electrica
70002349,Preventivo,Sierra sin fin,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAPRPV,sierra sin fin,Zona Costera,0,Equipos de corte,Sierras sin fin
70002350,Preventivo,Molino,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAPRPV,molino,Zona Costera,0,Molino,Molino
70002351,Preventivo,Tajadora,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAPRPV,tajadora,Zona Costera,0,Equipos de corte,Tajadora
70002352,Preventivo,Planta electrica,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N01-CUAMAQ,planta electrica,Zona Costera,0,Respaldo electrico,Planta electrica
70002353,Preventivo,Puerta automatica N°01,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-ZINGPV,puerta automatica n°01,Zona Costera,0,puertas automáticas,
70002354,Preventivo,Puerta automatica N°02,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-ZINGPV,puerta automatica n°02,Zona Costera,0,puertas automáticas,
70002355,Preventivo,Puerta automatica N°03,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-ZINGPV,puerta automatica n°03,Zona Costera,0,puertas automáticas,
70002356,Preventivo,Puerta automatica N°04,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-ZINGPV,puerta automatica n°04,Zona Costera,0,puertas automáticas,
70002357,Preventivo,Puerta automatica N°05,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-ZINGPV,puerta automatica n°05,Zona Costera,0,puertas automáticas,
70002358,Preventivo,Puerta automatica N°06,C310,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-ZINGPV,puerta automatica n°06,Zona Costera,0,puertas automáticas,
70002360,Preventivo,Aire acondicionado central,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N01-CUAMAQ,aire acondicionado central,Zona Costera,0,Aires Acondicionados,Aires Acondicionados
70002361,Preventivo,Evaporador cava refrigeracion N°01,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-CAVREF,evaporador cava refrigeracion n°01,Zona Costera,0,Cavas,Cava de refrigeracion
70002362,Preventivo,Rack de refrigeracion,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N01-ZTECHO-001,rack de refrigeracion,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002363,Preventivo,Evaporador cava congelacion N°01,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-CAVCON,evaporador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
70002364,Preventivo,Condensador cava congelacion N°01,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N01-ZTECHO-001,condensador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
70002365,Preventivo,Vitrina congelacion N°01,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAGEPV,vitrina congelacion n°01,Zona Costera,0,Vitrinas,Vitrina congelacion
70002366,Preventivo,Vitrina refrigeracion N°01,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAGEPV,vitrina refrigeracion n°01,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002367,Preventivo,Vitrina refrigeracion N°02,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAGEPV,vitrina refrigeracion n°02,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002368,Preventivo,Vitrina refrigeracion N°03,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAGEPV,vitrina refrigeracion n°03,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002369,Preventivo,Vitrina refrigeracion N°04,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAGEPV,vitrina refrigeracion n°04,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002370,Preventivo,Vitrina congelacion N°02,C310,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C310-N00-SAGEPV,vitrina congelacion n°02,Zona Costera,0,Vitrinas,Vitrina congelacion
70002371,Preventivo,Balanza colgante N°01,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°01,Antioquia,0,Balanza colgante,Balanza colgante
70002372,Preventivo,Balanza colgante N°02,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°02,Antioquia,0,Balanza colgante,Balanza colgante
70002373,Preventivo,Balanza colgante N°03,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°03,Antioquia,0,Balanza colgante,Balanza colgante
70002374,Preventivo,Balanza colgante N°04,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°04,Antioquia,0,Balanza colgante,Balanza colgante
70002375,Preventivo,Balanza colgante N°05,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°05,Antioquia,0,Balanza colgante,Balanza colgante
70002376,Preventivo,Balanza colgante N°06,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°06,Antioquia,0,Balanza colgante,Balanza colgante
70002377,Preventivo,Bascula plataforma,C170,metrologia,,29202,Liberado,2025-09-01,,15/10/2025,1000-C170-S01,bascula plataforma,Antioquia,0,Otras Balanzas,Balanza plataforma
70002378,Preventivo,Balanza colgante N°07,C170,metrologia,,21902,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°07,Antioquia,0,Balanza colgante,Balanza colgante
70002379,Preventivo,Balanza colgante N°08,C170,metrologia,,29202,Liberado,2025-09-01,,15/10/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°08,Antioquia,0,Balanza colgante,Balanza colgante
70002380,Preventivo,Bascula plataforma,C170,metrologia,,0,Abierto,2025-09-01,,01/10/2025,1000-C170-S01,bascula plataforma,Antioquia,0,Otras Balanzas,Balanza plataforma
70002381,Preventivo,Sierra sin fin,C170,electromecanico,,143876,Cerrado,2025-09-01,2025-09-30,02/10/2025,1000-C170-N00-SAPRPV,sierra sin fin,Antioquia,29,Equipos de corte,Sierras sin fin
70002382,Preventivo,Molino,C170,electromecanico,,87606,Cerrado,2025-09-01,2025-09-30,01/10/2025,1000-C170-N00-SAPRPV,molino,Antioquia,29,Molino,Molino
70002383,Preventivo,Tajadora,C170,electromecanico,,58404,Cerrado,2025-09-01,2025-10-01,02/10/2025,1000-C170-N00-SAPRPV,tajadora,Antioquia,30,Equipos de corte,Tajadora
70002384,Preventivo,Malacate,C170,electromecanico,,87606,Cerrado,2025-09-01,2025-10-01,01/10/2025,1000-C170-N00-MALACA,malacate,Antioquia,30,Malacate,Malacate
70002385,Preventivo,Nevera vertical refrigeracion N°01,A140,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-A140-N01-APA001,nevera vertical refrigeracion n°01,Antioquia,0,Neveras,Nevera vertical refrigeracion
70002386,Preventivo,Vitrina refrigeracion N°01,C230,frigoristas,,86326,Cerrado,2025-09-01,,01/10/2025,1000-C230-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002387,Preventivo,Vitrina refrigeracion N°02,C230,frigoristas,,71938,Liberado,2025-09-01,,01/10/2025,1000-C230-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002388,Preventivo,Vitrina refrigeracion N°03,C230,frigoristas,,345302,Cerrado,2025-09-01,,01/10/2025,1000-C230-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70002389,Preventivo,Vitrina refrigeracion N°04,C100,frigoristas,,115101,Cerrado,2025-09-01,2025-09-30,01/10/2025,1000-C100-N00,electrodomesticos menores,Antioquia,29,Electrodomesticos,
70002390,Preventivo,Vitrina congelacion N°01,C230,frigoristas,,71938,Liberado,2025-09-01,,01/10/2025,1000-C230-N00-SAGEPV,vitrina congelacion n°01,Antioquia,0,Vitrinas,Vitrina congelacion
70002391,Preventivo,Vitrina congelacion N°02,C230,frigoristas,,71938,Liberado,2025-09-01,,01/10/2025,1000-C230-N00-SAGEPV,vitrina congelacion n°02,Antioquia,0,Vitrinas,Vitrina congelacion
70002392,Preventivo,Evaporador cava refrigeracion N°01,C230,frigoristas,,28775,Cerrado,2025-09-01,,01/10/2025,1000-C230-N00-CAVREF,evaporador cava refrigeracion n°01,Antioquia,0,Cavas,Cava de refrigeracion
70002393,Preventivo,Condensador cava refrigeracion N°01,C230,frigoristas,,34530,Liberado,2025-09-01,,01/10/2025,1000-C230-N00-MESANI,condensador cava refrigeracion n°01,Antioquia,0,Cavas,Cava de refrigeracion
70002394,Preventivo,Evaporador cava congelacion N°01,C230,frigoristas,,86326,Cerrado,2025-09-01,,01/10/2025,1000-C230-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,0,Cavas,Cava de congelacion
70002395,Preventivo,Condensador cava congelacion N°01,C230,frigoristas,,86326,Cerrado,2025-09-01,,01/10/2025,1000-C230-N00-MESANI,condensador cava congelacion n°01,Antioquia,0,Cavas,Cava de congelacion
70002396,Preventivo,Planta electrica,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N04-AZOTEA-001,planta electrica,Zona Costera,0,Respaldo electrico,Planta electrica
70002397,Preventivo,Puerta automatica N°01,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-ZINGPV,puerta automatica n°01,Zona Costera,0,puertas automáticas,
70002398,Preventivo,Puerta automatica N°02,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-ZINGPV,puerta automatica n°02,Zona Costera,0,puertas automáticas,
70002399,Preventivo,Puerta automatica N°03,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-ZINGPV,puerta automatica n°03,Zona Costera,0,puertas automáticas,
70002400,Preventivo,Puerta automatica N°04,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-ZINGPV,puerta automatica n°04,Zona Costera,0,puertas automáticas,
70002401,Preventivo,Puerta automatica N°05,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-ZINGPV,puerta automatica n°05,Zona Costera,0,puertas automáticas,
70002402,Preventivo,Puerta automatica N°06,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-ZINGPV,puerta automatica n°06,Zona Costera,0,puertas automáticas,
70002403,Preventivo,Sierra sin fin,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAPRPV,sierra sin fin,Zona Costera,0,Equipos de corte,Sierras sin fin
70002404,Preventivo,Molino,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAPRPV,molino,Zona Costera,0,Molino,Molino
70002405,Preventivo,Campana extractora,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N04-AZOTEA,campana extractora,Zona Costera,0,equipos de coccion,Extractor
70002406,Preventivo,Freidora electrica N°01,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-PORCPR-001,freidora electrica n°01,Zona Costera,0,equipos de coccion,Freidora electrica
70002407,Preventivo,Freidora electrica N°02,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00,freidora electrica n°02,Zona Costera,0,equipos de coccion,Freidora electrica
70002408,Preventivo,Tajadora,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00,tajadora,Zona Costera,0,Equipos de corte,Tajadora
70002409,Preventivo,Fogon a gas N°01,C320,electromecanico,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00,fogon a gas n°01,Zona Costera,0,equipos de coccion,Fogon a gas
70002410,Preventivo,Nevera vertical mixta,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-PORCPR,nevera vertical mixta,Zona Costera,0,Neveras,Nevera mixta
70002411,Preventivo,Nevera horizontal N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-PORCPR-001,nevera horizontal n°01,Zona Costera,0,Neveras,Nevera horizontal
70002412,Preventivo,Aire acondicionado central,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N04-AZOTEA-001,aire acondicionado central,Zona Costera,0,Aires Acondicionados,Aires Acondicionados
70002413,Preventivo,Evaporador cava refrigeracion N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-CAVREF,evaporador cava refrigeracion n°01,Zona Costera,0,Cavas,Cava de refrigeracion
70002414,Preventivo,Rack de refrigeracion,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N04-AZOTEA-001,rack de refrigeracion,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002415,Preventivo,Evaporador cava congelacion N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-CAVCON,evaporador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
70002416,Preventivo,Condensador cava congelacion N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N04-AZOTEA-001,condensador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
70002417,Preventivo,Evaporador procesos N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAPRPV,evaporador procesos n°01,Zona Costera,0,Cavas,
70002418,Preventivo,Vitrina congelacion N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAGEPV,vitrina congelacion n°01,Zona Costera,0,Vitrinas,Vitrina congelacion
70002419,Preventivo,Vitrina congelacion N°02,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAGEPV,vitrina congelacion n°02,Zona Costera,0,Vitrinas,Vitrina congelacion
70002420,Preventivo,Vitrina refrigeracion N°01,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAGEPV,vitrina refrigeracion n°01,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002421,Preventivo,Vitrina refrigeracion N°02,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAGEPV,vitrina refrigeracion n°02,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
70002422,Preventivo,Vitrina refrigeracion N°03,C320,frigoristas,,0,Abierto,2025-09-01,,01/10/2025,1000-C320-N00-SAGEPV,vitrina refrigeracion n°03,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
