Material,Centro,Motivo movimiento,Clase de movimiento,Fecha contabiliz.,Impte.mon.local,Orden,Pedido,Almacén,Texto breve material,Cantidad en UM ped.,Cantidad,Grupo planif.,Clase de pedido
17000563,C310,0,Compra de material,13/08/2025,6000,60002567,4500011243.0,,Cemento bla x kg,3,3.0,Infraestructura,Material
17000563,C400,0,Compra de material,05/07/2025,1933,60001261,4500008046.0,,Cemento bla x kg,1,1.0,Infraestructura,Material
17000563,C400,0,Compra de material,05/07/2025,5882,60001261,4500008008.0,,Cemento bla x kg,2,2.0,Infraestructura,Material
17000564,C190,0,Compra de material,07/10/2025,1261,60003583,4500016026.0,,Cemento gris uso general  x 50kg,1,1.0,Infraestructura,Material
17000564,C200,0,Compra de material,16/10/2025,2016,60004051,4500016790.0,,Cemento gris uso general  x 50kg,2,2.0,Infraestructura,Material
17000564,C210,0,Compra de material,29/05/2025,31933,60000868,4500004718.0,,Cemento gris uso general  x 50kg,1,1.0,Infraestructura,Material
17000564,C250,0,Compra de material,06/05/2025,30672,60000418,4500002479.0,,Cemento gris uso general  x 50kg,1,1.0,Infraestructura,Material
17000564,C290,0,Compra de material,16/09/2025,60504,60001876,4500014140.0,,Cemento gris uso general  x 50kg,2,2.0,Infraestructura,Material
17000564,C290,0,Compra de material,04/09/2025,60504,60001876,4500013118.0,,Cemento gris uso general  x 50kg,2,2.0,Infraestructura,Material
17000564,C290,0,Compra de material,22/08/2025,30252,60001316,4500012045.0,,Cemento gris uso general  x 50kg,1,1.0,Infraestructura,Material
17000564,C290,0,Compra de material,08/08/2025,121008,60001876,4500010874.0,,Cemento gris uso general  x 50kg,4,4.0,Infraestructura,Material
17000564,C290,0,Compra de material,31/07/2025,114284,60001876,4500010175.0,,Cemento gris uso general  x 50kg,4,4.0,Infraestructura,Material
17000564,C310,0,Compra de material,18/09/2025,361692,70001321,4500013667.0,,Cemento gris uso general  x 50kg,12,12.0,Infraestructura,Material
17000564,C310,0,Compra de material,10/09/2025,361704,70001321,4500013667.0,,Cemento gris uso general  x 50kg,12,12.0,Infraestructura,Material
17000564,C310,0,Compra de material,04/08/2025,38235,70001321,4200003372.0,,Cemento gris uso general  x 50kg,1,1.0,Infraestructura,Material
17000564,C320,0,Compra de material,31/07/2025,12647,70001073,4200003221.0,,Cemento gris uso general  x 50kg,0.500,0.5,Infraestructura,Material
17000564,C370,0,Compra de material,19/09/2025,151260,70002331,4500014448.0,,Cemento gris uso general  x 50kg,6,6.0,Infraestructura,Material
17000564,C390,0,Compra de material,17/07/2025,46722,70000633,4500009081.0,,Cemento gris uso general  x 50kg,2,2.0,Infraestructura,Material
17000564,C400,0,Compra de material,07/06/2025,26051,60001091,4500005492.0,,Cemento gris uso general  x 50kg,1,1.0,Infraestructura,Material
17000574,A190,0,Compra de material,09/05/2025,29370,60000530,4500002739.0,,Cerradura bola 5302 inox,2,2.0,Infraestructura,Material
17000574,C290,0,Compra de material,08/09/2025,14685,60003058,4500013436.0,,Cerradura bola 5302 inox,1,1.0,Infraestructura,Material
17000574,C290,0,Compra de material,15/05/2025,29370,60000530,4500003368.0,,Cerradura bola 5302 inox,2,2.0,Infraestructura,Material
17000577,C270,0,Compra de material,23/10/2025,15129,60004292,4500017376.0,,Cerradura s/poner derecha,3,3.0,Electromecanico,Material
17000580,C120,0,Compra de material,29/08/2025,14705,60002301,4500012645.0,,Chapas de bola yale 5304,1,1.0,Infraestructura,Material
17000580,C120,0,Compra de material,29/08/2025,17500,60002301,4500012645.0,,Chapas de bola yale 5304,1,1.0,Infraestructura,Material
17000580,C290,0,Compra de material,18/06/2025,76989,60001316,4500006450.0,,Chapas de bola yale 5304,1,1.0,Infraestructura,Material
17000581,C300,0,Compra de material,30/09/2025,130168,60003745,4500015340.0,,Cerrojo llave/mariposa 170,1,1.0,Infraestructura,Material
17000581,C300,0,Compra de material,29/08/2025,130168,60002939,4500012612.0,,Cerrojo llave/mariposa 170,1,1.0,Infraestructura,Material
17000585,C290,0,Compra de material,29/06/2025,3360,60001535,4500007503.0,,"Chazo clavo ¼"" x 1 ¼""",20,20.0,Infraestructura,Material
17000594,C470,0,Compra de material,24/04/2025,8796,60000164,4500001322.0,,"Chazo expansivo inox ⅜"" x 1""",6,6.0,Infraestructura,Material
17000594,C470,0,Compra de material,10/04/2025,8706,60000164,4500002721.0,,"Chazo expansivo inox ⅜"" x 1""",6,6.0,Infraestructura,Material
17000602,C260,0,Compra de material,28/10/2025,1560,60004174,4500017701.0,,"Chazo expansivo mariposa plastico¼""x1""",12,12.0,Infraestructura,Material
17000612,C250,0,Compra de material,04/08/2025,6701,70001371,4500010525.0,,Cinta aislante negro 18m,1,1.0,Electromecanico,Material
17000612,C270,0,Compra de material,29/04/2025,4201,60000132,4500001850.0,,Cinta aislante negro 18m,1,1.0,Electromecanico,Material
17000612,C290,0,Compra de material,10/07/2025,6218,60001891,4500008443.0,,Cinta aislante negro 18m,1,1.0,Electromecanico,Material
17000612,C360,0,Compra de material,15/09/2025,17478,70001423,4200004431.0,,Cinta aislante negro 18m,2,2.0,Electromecanico,Material
17000613,C160,0,Compra de material,24/06/2025,44200,60000205,4200002140.0,,Cinta aislante super 33+,2,2.0,Frigoristas,Material
17000618,C310,0,Compra de material,10/09/2025,5040,70001321,4500013660.0,,"Cinta enmascarar ¾""",2,2.0,Infraestructura,Material
17000619,C260,0,Compra de material,09/06/2025,3361,60000668,4500005607.0,,"Cinta enmascarar 1""",1,1.0,Infraestructura,Material
17000619,C270,0,Compra de material,30/09/2025,18488,70002441,4200005426.0,,"Cinta enmascarar 1""",4,4.0,Infraestructura,Material
17000619,C310,0,Compra de material,29/07/2025,9244,70001321,4200003349.0,,"Cinta enmascarar 1""",2,2.0,Infraestructura,Material
17000619,C310,0,Compra de material,29/07/2025,9244,70001321,4200003349.0,,"Cinta enmascarar 1""",2,2.0,Infraestructura,Material
17000619,C320,0,Compra de material,31/07/2025,23110,70001073,4200003221.0,,"Cinta enmascarar 1""",5,5.0,Infraestructura,Material
17000619,C340,0,Compra de material,25/09/2025,4622,70001951,4200005147.0,,"Cinta enmascarar 1""",1,1.0,Infraestructura,Material
17000619,C340,0,Compra de material,25/09/2025,4622,70001951,4200005147.0,,"Cinta enmascarar 1""",1,1.0,Infraestructura,Material
17000619,C360,0,Compra de material,31/07/2025,9244,70001320,4200003213.0,,"Cinta enmascarar 1""",2,2.0,Infraestructura,Material
17000619,C360,0,Compra de material,31/07/2025,9244,70001320,4200003213.0,,"Cinta enmascarar 1""",2,2.0,Infraestructura,Material
17000624,C180,0,Compra de material,29/07/2025,8000,60001793,4500009996.0,,Cinta peligro x 500m,1,1.0,Infraestructura,Material
17000630,C370,0,Compra de material,19/05/2025,6050,60000683,4500003765.0,,Toma aereo caucho sin p/tierra 15A 125V,1,1.0,Electromecanico,Material
17000631,C270,0,Compra de material,29/04/2025,3530,60000132,4500001850.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000631,C320,0,Compra de material,19/09/2025,3781,60003526,4500014452.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000631,C330,0,Compra de material,29/09/2025,8800,70002018,4500015183.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000631,C340,0,Compra de material,24/10/2025,6302,70002017,4500017444.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000631,C340,0,Compra de material,19/09/2025,6303,70001755,4500014397.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000631,C360,0,Compra de material,27/06/2025,6303,60000844,4500007310.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000631,C400,0,Compra de material,17/10/2025,4000,60004057,4500016834.0,,Clavija caucho p/tierra 15A 150V,1,1.0,Electromecanico,Material
17000636,C250,0,Compra de material,06/05/2025,3782,60000418,4500002479.0,,"Clavo 2""",1,1.0,Infraestructura,Material
17000658,C380,0,Compra de material,30/05/2025,21428,60000620,4500004820.0,,"Codo 45° galv ½""",1,1.0,Electromecanico,Material
17000664,C270,0,Compra de material,29/04/2025,1008,60000132,4500001850.0,,"Codo 45° presion pvc ½""",2,2.0,Electromecanico,Material
17000675,C290,0,Compra de material,21/08/2025,7562,60001316,4500011932.0,,"Codo 45° sanitario pvc 2""",2,2.0,Infraestructura,Material
17000676,C290,0,Compra de material,21/08/2025,15966,60001316,4500011983.0,,"Codo 45° pvc sanitario CxC 3""",2,2.0,Infraestructura,Material
17000688,C110,0,Compra de material,22/09/2025,800,60003557,4500014652.0,,"Codo 90° presion pvc ½""",1,1.0,Infraestructura,Material
17000688,C190,0,Compra de material,07/10/2025,420,60003583,4500016026.0,,"Codo 90° presion pvc ½""",1,1.0,Infraestructura,Material
17000688,C290,0,Compra de material,08/08/2025,2016,60001876,4500010874.0,,"Codo 90° presion pvc ½""",3,3.0,Infraestructura,Material
17000688,C400,0,Compra de material,22/08/2025,2000,60002774,4500012089.0,,"Codo 90° presion pvc ½""",1,1.0,Infraestructura,Material
17000713,C200,0,Compra de material,28/07/2025,2689,60002260,4500009946.0,,"Codo calle ¾""",1,1.0,Infraestructura,Material
17000749,C160,0,Compra de material,24/06/2025,192000,60000205,4200002140.0,,"Conector recto aisl nylon ¾""",8,8.0,Frigoristas,Material
17000763,C220,0,Compra de material,15/05/2025,82353,60000598,4500003456.0,,Contactor LC1D32F7 32A 110V,1,1.0,Frigoristas,Material
17000764,C250,0,Compra de material,17/07/2025,71429,70000786,4500009015.0,,Contactor LC1D32M7 32A 220,1,1.0,Electromecanico,Material
17000783,C160,0,Compra de material,24/06/2025,229940,60000205,4200002140.0,,Coraza hubbell sin alma ¾,10,10.0,Frigoristas,Material
17000794,C260,0,Compra de material,28/10/2025,4200,60004174,4500017701.0,,Amarre plastico blanco 15cm paq 100und,100,100.0,Infraestructura,Material
17000798,C310,0,Compra de material,27/09/2025,13500,70001321,4500015044.0,,Costales p/empacar,15,15.0,Infraestructura,Material
17000798,C310,0,Compra de material,27/09/2025,20160,70001321,4500015041.0,,Costales p/empacar,20,20.0,Infraestructura,Material
17000798,C310,0,Compra de material,27/09/2025,37000,70001321,4500015043.0,,Costales p/empacar,40,40.0,Infraestructura,Material
17000798,C310,0,Compra de material,10/09/2025,9080,70001321,4500013660.0,,Costales p/empacar,5,5.0,Infraestructura,Material
17000818,C180,0,Compra de material,14/06/2025,16500,60001167,4500006084.0,,Desague lavaplatos,1,1.0,Infraestructura,Material
17000818,C180,0,Compra de material,14/06/2025,16500,60001167,4500006083.0,,Desague lavaplatos,1,1.0,Infraestructura,Material
17000822,C310,0,Compra de material,14/10/2025,7980,60003936,4500016554.0,,"Disco corte 4 ½"" x .040"" x ⅞""",2,2.0,Electromecanico,Material
17000822,C310,0,Compra de material,06/09/2025,10504,60003132,4500013343.0,,"Disco corte 4 ½"" x .040"" x ⅞""",1,1.0,Infraestructura,Material
17000822,C310,0,Compra de material,05/09/2025,20400,60003132,4500013212.0,,"Disco corte 4 ½"" x .040"" x ⅞""",5,5.0,Infraestructura,Material
17000822,C310,0,Compra de material,29/07/2025,2941,70001321,4200003349.0,,"Disco corte 4 ½"" x .040"" x ⅞""",1,1.0,Infraestructura,Material
17000822,C390,0,Compra de material,24/10/2025,4159,70001422,4500017415.0,,"Disco corte 4 ½"" x .040"" x ⅞""",1,1.0,Electromecanico,Material
17000822,C390,0,Compra de material,24/10/2025,4159,70001422,4500017415.0,,"Disco corte 4 ½"" x .040"" x ⅞""",1,1.0,Electromecanico,Material
17000822,C390,0,Compra de material,11/10/2025,3494,70001422,4500016482.0,,"Disco corte 4 ½"" x .040"" x ⅞""",1,1.0,Electromecanico,Material
17000822,C390,0,Compra de material,31/07/2025,5882,70000633,4200003208.0,,"Disco corte 4 ½"" x .040"" x ⅞""",2,2.0,Infraestructura,Material
17000822,C400,0,Compra de material,07/06/2025,15126,60001117,4500005501.0,,"Disco corte 4 ½"" x .040"" x ⅞""",2,2.0,Infraestructura,Material
17000824,C270,0,Compra de material,21/10/2025,15127,60004167,4500017159.0,,"Disco corte diamante 4 ½""",1,1.0,Infraestructura,Material
17000824,C310,0,Compra de material,06/09/2025,2187,60003132,4500013343.0,,"Disco corte diamante 4 ½""",1,1.0,Infraestructura,Material
17000834,C160,0,Compra de material,21/07/2025,123528,60000203,4200003217.0,,Disolvente xilol x gal,3,3.0,Frigoristas,Material
17000834,C310,0,Compra de material,29/07/2025,123528,70001321,4200003349.0,,Disolvente xilol x gal,3,3.0,Infraestructura,Material
17000834,C320,0,Compra de material,31/07/2025,82352,70001073,4200003221.0,,Disolvente xilol x gal,2,2.0,Infraestructura,Material
17000847,C400,0,Compra de material,22/08/2025,836,60002770,4500012079.0,,"Empaque canilla ½""",2,2.0,Infraestructura,Material
17000886,C170,0,Compra de material,23/09/2025,14286,70001952,4500014718.0,,Estopa limpion,2,2.0,Electromecanico,Material
17000886,C170,0,Compra de material,23/09/2025,14286,70001952,4500014717.0,,Estopa limpion,2,2.0,Electromecanico,Material
17000886,C180,0,Compra de material,27/09/2025,24000,70001887,4500015072.0,,Estopa limpion,3,3.0,Electromecanico,Material
17000886,C270,0,Compra de material,30/09/2025,14286,70002441,4200005426.0,,Estopa limpion,2,2.0,Infraestructura,Material
17000886,C340,0,Compra de material,24/10/2025,23949,70002017,4500017411.0,,Estopa limpion,3,3.0,Electromecanico,Material
17000886,C340,0,Compra de material,25/09/2025,12606,70001951,4200005147.0,,Estopa limpion,2,2.0,Infraestructura,Material
17000886,C360,0,Compra de material,31/07/2025,25212,70001320,4200003213.0,,Estopa limpion,4,4.0,Infraestructura,Material
17000886,C380,0,Compra de material,03/10/2025,13614,70001421,4500014900.0,,Estopa limpion,2,2.0,Electromecanico,Material
17000886,C380,0,Compra de material,25/09/2025,70200,70001421,4500014900.0,,Estopa limpion,2,2.0,Electromecanico,Material
17000886,C470,0,Compra de material,19/09/2025,11764,70001822,4500014440.0,,Estopa limpion,2,2.0,Electromecanico,Material
17000888,C340,0,Compra de material,25/09/2025,40336,70001951,4200005147.0,,Estuco en polvo x 40kg,1,1.0,Infraestructura,Material
17000888,C390,0,Compra de material,31/07/2025,2521,70000633,4200003208.0,,Estuco en polvo x 40kg,1,1.0,Infraestructura,Material
17000889,C310,0,Compra de material,29/07/2025,50588,70001321,4200003349.0,,Estuco exterior bla nevado x gal,1,1.0,Infraestructura,Material
17000889,C310,0,Compra de material,29/07/2025,50588,70001321,4200003349.0,,Estuco exterior bla nevado x gal,1,1.0,Infraestructura,Material
17000889,C320,0,Compra de material,31/07/2025,101176,70001073,4200003221.0,,Estuco exterior bla nevado x gal,2,2.0,Infraestructura,Material
17000889,C340,0,Compra de material,25/09/2025,40336,70001951,4200005147.0,,Estuco exterior bla nevado x gal,1,1.0,Infraestructura,Material
17000889,C360,0,Compra de material,31/07/2025,50588,70001320,4200003213.0,,Estuco exterior bla nevado x gal,1,1.0,Infraestructura,Material
17000889,C360,0,Compra de material,31/07/2025,50588,70001320,4200003213.0,,Estuco exterior bla nevado x gal,1,1.0,Infraestructura,Material
17000889,C390,0,Compra de material,31/07/2025,252940,70000633,4200003208.0,,Estuco exterior bla nevado x gal,5,5.0,Infraestructura,Material
17000890,C310,0,Compra de material,08/10/2025,22756,70001321,4500016143.0,,Estuco plastico x gal,1,1.0,Infraestructura,Material
17000890,C320,0,Compra de material,31/07/2025,743697,70001073,4200003221.0,,Estuco plastico x gal,3,3.0,Infraestructura,Material
17000919,C400,0,Compra de material,17/10/2025,25000,60004057,4500016834.0,,Fotocelda sin base 105V a 305V,1,1.0,Electromecanico,Material
17000972,C310,0,Compra de material,29/07/2025,7983,70001321,4200003349.0,,Grata inox para taladro,1,1.0,Infraestructura,Material
17000974,C290,0,Compra de material,31/07/2025,108000,60001876,4500010178.0,,Gravilla x m3,1,1.0,Infraestructura,Material
17000974,C310,0,Compra de material,19/09/2025,59000,70001321,4500014400.0,,Gravilla x m3,10,10.0,Infraestructura,Material
17000974,C310,0,Compra de material,18/09/2025,236000,70001321,4500013667.0,,Gravilla x m3,40,40.0,Infraestructura,Material
17000974,C310,0,Compra de material,10/09/2025,236000,70001321,4500013667.0,,Gravilla x m3,1,1.0,Infraestructura,Material
17000975,A400,0,Compra de material,31/08/2025,13277,60002884,4200004454.0,,Llave de lavamanos sencilla,1,1.0,Infraestructura,Material
17000975,C170,0,Compra de material,28/07/2025,27800,70001089,4200003262.0,,Llave de lavamanos sencilla,1,1.0,Infraestructura,Material
17000975,C210,0,Compra de material,25/09/2025,24286,60003568,4500014943.0,,Llave de lavamanos sencilla,1,1.0,Infraestructura,Material
17000975,C220,0,Compra de material,18/07/2025,26891,70000990,4500009162.0,,Llave de lavamanos sencilla,1,1.0,Infraestructura,Material
17000975,C370,0,Compra de material,19/09/2025,21010,70002331,4500014448.0,,Llave de lavamanos sencilla,1,1.0,Infraestructura,Material
17000984,C290,0,Compra de material,25/09/2025,103676,60003662,4500014914.0,,"Guaya galv 5/16""",1,1.0,Electromecanico,Material
17000986,C310,0,Compra de material,13/08/2025,216752,60002567,4500011243.0,,Sanitario smart al single blanco,1,1.0,Infraestructura,Material
17000988,C380,0,Compra de material,30/05/2025,3360,60000620,4500004820.0,,"Hebilla cinta bandit ½""",4,4.0,Electromecanico,Material
17001003,C270,0,Compra de material,30/09/2025,13440,70002441,4200005426.0,,Hoja lija #100,8,8.0,Infraestructura,Material
17001003,C310,0,Compra de material,29/07/2025,8405,70001321,4200003349.0,,Hoja lija #100,5,5.0,Infraestructura,Material
17001003,C340,0,Compra de material,25/09/2025,8400,70001951,4200005147.0,,Hoja lija #100,5,5.0,Infraestructura,Material
17001003,C370,0,Compra de material,16/09/2025,7566,70002331,4500014186.0,,Hoja lija #100,6,6.0,Infraestructura,Material
17001004,C310,0,Compra de material,15/05/2025,2520,60000653,4500003459.0,,Hoja lija #120,2,2.0,Infraestructura,Material
17001005,C340,0,Compra de material,25/09/2025,8400,70001951,4200005147.0,,Hoja lija #180,5,5.0,Infraestructura,Material
17001046,C270,0,Compra de material,30/09/2025,15294,70002441,4200005426.0,,Lechada boquilla latex bla,2,2.0,Infraestructura,Material
17001046,C290,0,Compra de material,12/09/2025,16808,60001876,4500013773.0,,Lechada boquilla latex bla,2,2.0,Infraestructura,Material
17001047,C340,0,Compra de material,25/09/2025,70420,70001951,4200005147.0,,Lechada boquilla latex blanco x kg,2,2.0,Infraestructura,Material
17001050,C110,0,Compra de material,22/09/2025,5000,60003557,4500014652.0,,Limpiador tuberia pvc,1,1.0,Infraestructura,Material
17001050,C180,0,Compra de material,26/05/2025,10600,60000533,4500004385.0,,Limpiador tuberia pvc,1,1.0,Infraestructura,Material
17001050,C270,0,Compra de material,29/04/2025,4201,60000132,4500001850.0,,Limpiador tuberia pvc,1,1.0,Electromecanico,Material
17001056,C180,0,Compra de material,21/05/2025,29900,60000532,4500003935.0,,LLave de agua p/lavaderos metalicos,1,1.0,Infraestructura,Material
17001056,C260,0,Compra de material,19/05/2025,24496,60000710,4500003767.0,,LLave de agua p/lavaderos metalicos,1,1.0,Infraestructura,Material
17001056,C310,0,Compra de material,21/05/2025,27310,60000525,4500003188.0,,LLave de agua p/lavaderos metalicos,1,1.0,Infraestructura,Material
17001056,C320,0,Compra de material,03/09/2025,26050,60003072,4500013025.0,,LLave de agua p/lavaderos metalicos,1,1.0,Electromecanico,Material
17001056,C400,0,Compra de material,22/08/2025,32357,60002770,4500012079.0,,LLave de agua p/lavaderos metalicos,1,1.0,Infraestructura,Material
17001064,A400,0,Compra de material,30/09/2025,6134,60002636,4200005284.0,,"Llave de paso ½""",1,1.0,Infraestructura,Material
17001064,C180,0,Compra de material,26/05/2025,17000,60000533,4500004403.0,,"Llave de paso ½""",1,1.0,Infraestructura,Material
17001064,C260,0,Compra de material,18/10/2025,13277,60004141,4500016924.0,,"Llave de paso ½""",1,1.0,Infraestructura,Material
17001064,C370,0,Compra de material,19/09/2025,4201,70002331,4500014448.0,,"Llave de paso ½""",1,1.0,Infraestructura,Material
17001066,C250,0,Compra de material,01/08/2025,1512,60002339,4500010245.0,,"Llave de paso bronce de ½""",1,1.0,Infraestructura,Material
17001080,C200,0,Compra de material,25/10/2025,56974,60004326,4500017521.0,,Llave Lavaplatos tipo ganso,1,1.0,Infraestructura,Material
17001080,C230,0,Compra de material,28/05/2025,38235,60000881,4500004614.0,,Llave Lavaplatos tipo ganso,1,1.0,Infraestructura,Material
17001080,C270,0,Compra de material,22/10/2025,22689,60004170,4500017227.0,,Llave Lavaplatos tipo ganso,1,1.0,Infraestructura,Material
17001080,C270,0,Compra de material,22/10/2025,22689,60004167,4500017227.0,,Llave Lavaplatos tipo ganso,1,1.0,Infraestructura,Material
17001080,C290,0,Compra de material,20/06/2025,44650,60001316,4500006699.0,,Llave Lavaplatos tipo ganso,1,1.0,Infraestructura,Material
17001087,A400,0,Compra de material,30/09/2025,31092,60002636,4200005284.0,,Llave sanitario plastica,2,2.0,Infraestructura,Material
17001087,C170,0,Compra de material,07/06/2025,15042,60001121,4500005486.0,,Llave sanitario plastica,1,1.0,Infraestructura,Material
17001087,C170,0,Compra de material,21/05/2025,15042,60000791,4500004000.0,,Llave sanitario plastica,1,1.0,Infraestructura,Material
17001160,C400,0,Compra de material,22/08/2025,2050,60002774,4500012089.0,,"Manguera jardinera de ½""",0.500,0.5,Infraestructura,Material
17001161,C470,0,Compra de material,24/04/2025,16510,60000164,4500001322.0,,"Manguera jardinera de 1""",5,5.0,Infraestructura,Material
17001161,C470,0,Compra de material,24/04/2025,44918,60000164,4500001322.0,,"Manguera jardinera de 1""",1,1.0,Infraestructura,Material
17001161,C470,0,Compra de material,16/04/2025,16507,60000164,4500002722.0,,"Manguera jardinera de 1""",1,1.0,Infraestructura,Material
17001161,C470,0,Compra de material,12/04/2025,44920,60000164,4500002723.0,,"Manguera jardinera de 1""",5,5.0,Infraestructura,Material
17001165,C150,0,Compra de material,16/08/2025,33613,60002564,4500011564.0,,"Manguera para gas amarilla ⅜""",1,1.0,Electromecanico,Material
17001165,C170,0,Compra de material,30/09/2025,10840,60003774,4500015332.0,,"Manguera para gas amarilla ⅜""",1,1.0,Electromecanico,Material
17001165,C220,0,Compra de material,28/07/2025,12185,60002258,4500009960.0,,"Manguera para gas amarilla ⅜""",1,1.0,Electromecanico,Material
17001165,C250,0,Compra de material,14/10/2025,12185,60003956,4500016580.0,,"Manguera para gas amarilla ⅜""",1,1.0,Electromecanico,Material
17001165,C410,0,Compra de material,12/07/2025,40000,70000689,4500008609.0,,"Manguera para gas amarilla ⅜""",1,1.0,Electromecanico,Material
17001194,C170,0,Compra de material,07/06/2025,4622,60001121,4500005487.0,,Manguera sanitaria,1,1.0,Infraestructura,Material
17001194,C200,0,Compra de material,28/07/2025,4033,60002260,4500009951.0,,Manguera sanitaria,1,1.0,Infraestructura,Material
17001198,A400,0,Compra de material,30/09/2025,151597,60002636,4200005284.0,,Lavamanos avanti blanco,1,1.0,Infraestructura,Material
17001206,C200,0,Compra de material,27/05/2025,9663,60000657,4500004535.0,,Masilla epoxica componente A-B gal,1,1.0,Infraestructura,Material
17001208,C320,0,Compra de material,18/09/2025,160000,70001073,4200003276.0,,Master top gris claro,1,1.0,Infraestructura,Material
17001295,C210,0,Compra de material,09/09/2025,13361,60003207,4500013538.0,,Pega epoxica,1,1.0,Infraestructura,Material
17001296,C400,0,Compra de material,22/08/2025,5798,60002770,4500012073.0,,Pega instantanea 50 gm,1,1.0,Infraestructura,Material
17001299,C110,0,Compra de material,22/09/2025,6000,60003557,4500014652.0,,Pega pvc,1,1.0,Infraestructura,Material
17001299,C270,0,Compra de material,29/04/2025,3613,60000132,4500001850.0,,Pega pvc,1,1.0,Electromecanico,Material
17001299,C280,0,Compra de material,17/09/2025,3116,60003407,4500014213.0,,Pega pvc,1,1.0,Infraestructura,Material
17001299,C370,0,Compra de material,28/05/2025,2941,60000738,4500004580.0,,Pega pvc,1,1.0,Infraestructura,Material
17001299,C400,0,Compra de material,30/04/2025,2500,60000378,4500001908.0,,Pega pvc,1,1.0,Infraestructura,Material
17001301,C210,0,Compra de material,02/10/2025,21596,60003207,4500015604.0,,Pegante para ceramica con latex gris X25,1,1.0,Infraestructura,Material
17001301,C290,0,Compra de material,12/09/2025,11765,60001876,4500013773.0,,Pegante para ceramica con latex gris X25,1,1.0,Infraestructura,Material
17001301,C290,0,Compra de material,04/09/2025,58820,60001876,4500013098.0,,Pegante para ceramica con latex gris X25,5,5.0,Infraestructura,Material
17001301,C310,0,Compra de material,20/08/2025,116974,70001321,4200003383.0,,Pegante para ceramica con latex gris X25,2,2.0,Infraestructura,Material
17001302,C290,0,Compra de material,15/10/2025,4202,60004010,4500016671.0,,Pegante boxer x gal,1,1.0,Infraestructura,Material
17001302,C300,0,Compra de material,26/05/2025,8403,60000841,4500004397.0,,Pegante boxer x gal,1,1.0,Infraestructura,Material
17001303,C250,0,Compra de material,30/09/2025,6934,70002817,4500015377.0,,Perfil omega cal 26 galv,2,2.0,Infraestructura,Material
17001310,C310,0,Compra de material,28/07/2025,9244,60002018,4500009911.0,,Bateria alcalina AA,1,1.0,Frigoristas,Material
17001311,C280,0,Compra de material,04/08/2025,2689,60002396,4500010507.0,,Bateria alcalina AAA,1,1.0,Electromecanico,Material
17001335,C270,0,Compra de material,30/09/2025,88235,70002441,4200005426.0,,Pintura trafico amar gal,1,1.0,Infraestructura,Material
17001335,C310,0,Compra de material,29/07/2025,92437,70001321,4200003349.0,,Pintura trafico amar gal,1,1.0,Infraestructura,Material
17001335,C320,0,Compra de material,31/07/2025,92437,70001073,4200003221.0,,Pintura trafico amar gal,1,1.0,Infraestructura,Material
17001351,C200,0,Compra de material,14/05/2025,470420,60000310,4200000642.0,,Pintura epoxica base de agua x gal,10,10.0,Infraestructura,Material
17001353,C340,0,Compra de material,25/09/2025,369748,70001951,4200005147.0,,Pintura epoxica bla x gal,2,2.0,Infraestructura,Material
17001355,C160,0,Compra de material,21/07/2025,369748,60000203,4200003217.0,,Pintura epoxica grs x gal,2,2.0,Frigoristas,Material
17001363,C240,0,Compra de material,06/05/2025,299748,60000217,4500001548.0,,Pintura b/aceite negro gal,3,3.0,Infraestructura,Material
17001363,C240,0,Compra de material,05/05/2025,299748,60000217,4500001255.0,,Pintura b/aceite negro gal,3,3.0,Infraestructura,Material
17001363,C240,0,Compra de material,05/05/2025,299748,60000217,4500001255.0,,Pintura b/aceite negro gal,3,3.0,Infraestructura,Material
17001363,C240,0,Compra de material,29/04/2025,299748,60000217,4500001754.0,,Pintura b/aceite negro gal,3,3.0,Infraestructura,Material
17001365,C270,0,Compra de material,30/09/2025,88235,70002441,4200005426.0,,Pintura trafico negro gal,1,1.0,Infraestructura,Material
17001365,C310,0,Compra de material,29/07/2025,92437,70001321,4200003349.0,,Pintura trafico negro gal,1,1.0,Infraestructura,Material
17001365,C320,0,Compra de material,31/07/2025,92437,70001073,4200003221.0,,Pintura trafico negro gal,1,1.0,Infraestructura,Material
17001381,C160,0,Compra de material,15/08/2025,15210,60002714,4500011524.0,,Pistola para mangueras jardinera,1,1.0,Infraestructura,Material
17001381,C170,0,Compra de material,28/07/2025,55000,70001089,4200003262.0,,Pistola para mangueras jardinera,2,2.0,Infraestructura,Material
17001381,C190,0,Compra de material,02/07/2025,18908,60001575,4500007453.0,,Pistola para mangueras jardinera,1,1.0,Infraestructura,Material
17001381,C210,0,Compra de material,26/08/2025,7479,60002860,4500012363.0,,Pistola para mangueras jardinera,1,1.0,Infraestructura,Material
17001386,C220,0,Compra de material,18/07/2025,4202,70000990,4500009170.0,,Placa doble intemperie plastic LV-4976-G,1,1.0,Infraestructura,Material
